[2026-06-16T04:33:55.859Z] GET https://x.com/NASA → pending (?ms, ?B)
[2026-06-16T04:33:59.155Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/0/0/128000/CzmfY6Ry7zNCR3hj.mp4 → 200 (49ms, 786B)
[2026-06-16T04:33:59.156Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/3000/6000/1080x1080/bFLpp-pUqO0u9R1Y.m4s → 200 (50ms, 240518B)
[2026-06-16T04:33:59.208Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/3000/6000/1920x1080/4ibmQAW_9_VS-TDn.m4s → 200 (28ms, 972685B)
[2026-06-16T04:33:59.216Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/6000/9000/128000/-vl_U7rli5VLH2XM.m4s → 200 (32ms, 48800B)
[2026-06-16T04:33:59.217Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/6000/9000/128000/VXIU41RFzzW4-mK7.m4s → 200 (44ms, 48925B)
[2026-06-16T04:33:59.218Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/6000/9000/1280x720/g6zWeNrRGQ9L-LPz.m4s → 200 (43ms, 258126B)
[2026-06-16T04:33:59.233Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/6000/9000/128000/ftM2o-FW9QtPkGJ-.m4s → 200 (44ms, 48797B)
[2026-06-16T04:33:59.234Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/6000/9000/1080x1080/Ph-lrlmd3VGn4HdQ.m4s → 200 (43ms, 278388B)
[2026-06-16T04:33:59.302Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/9000/12000/1280x720/twYRUWRLLLC3JgSs.m4s → 200 (42ms, 221500B)
[2026-06-16T04:33:59.302Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/9000/12000/128000/uSIOV2PE3SASviNB.m4s → 200 (113ms, 48779B)
[2026-06-16T04:33:59.319Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/9000/12000/1080x1080/lk9ee65oKm8bsbdP.m4s → 200 (44ms, 281276B)
[2026-06-16T04:33:59.319Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/9000/12000/128000/ryeG0Lz6I0QYOzLw.m4s → 200 (44ms, 48845B)
[2026-06-16T04:33:59.320Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/6000/9000/1920x1080/YLSG_i7K70Q9x30H.m4s → 200 (43ms, 1045019B)
[2026-06-16T04:33:59.320Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/9000/12000/128000/HU0mnsp27RZ88zKu.m4s → 200 (47ms, 48880B)
[2026-06-16T04:33:59.364Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/12000/15000/1280x720/Ua2pLGKBDCZplGBv.m4s → 200 (56ms, 444098B)
[2026-06-16T04:33:59.369Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/12000/15000/1080x1080/kbKkdJimjDlilGXh.m4s → 200 (46ms, 425177B)
[2026-06-16T04:33:59.369Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/12000/15000/128000/Hkm93xltVwBNke9L.m4s → 200 (46ms, 48434B)
[2026-06-16T04:33:59.421Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/9000/12000/1920x1080/eStOyhzrdy1DaF83.m4s → 200 (33ms, 1018434B)
[2026-06-16T04:33:59.434Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/15000/18000/128000/35aZ0d3zT7Cl8_7U.m4s → 200 (91ms, 48998B)
[2026-06-16T04:33:59.435Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/12000/15000/128000/-ZA3l-aE6SUwCCrf.m4s → 200 (90ms, 48414B)
[2026-06-16T04:33:59.435Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/15000/18000/1280x720/OJdZMJMH2BLBcE9Z.m4s → 200 (90ms, 339652B)
[2026-06-16T04:33:59.435Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/15000/18000/1080x1080/I4YjHwsjZUgGfQyZ.m4s → 200 (91ms, 359718B)
[2026-06-16T04:33:59.530Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/15000/18000/128000/Y13tGxzWQRXEtgLa.m4s → 200 (114ms, 48946B)
[2026-06-16T04:33:59.533Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/18000/21000/1280x720/RgrVk0nMNRaljtak.m4s → 200 (124ms, 379737B)
[2026-06-16T04:33:59.533Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/12000/15000/1920x1080/rrgi-2P82152XRi6.m4s → 200 (111ms, 883348B)
[2026-06-16T04:33:59.533Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/12000/15000/128000/XKtIsR1P0Hmm38Tn.m4s → 200 (117ms, 48468B)
[2026-06-16T04:33:59.548Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/18000/21000/1080x1080/I6TcEWiCJMccb3Ui.m4s → 200 (105ms, 191192B)
[2026-06-16T04:33:59.548Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/18000/21000/128000/XYvwgTtzJnhYDVch.m4s → 200 (104ms, 48502B)
[2026-06-16T04:33:59.645Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/18000/21000/128000/PIdJNv7Ffl1QhTwi.m4s → 200 (96ms, 48626B)
[2026-06-16T04:33:59.653Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/15000/18000/128000/3OoWQ2VOZ7Z0ra3a.m4s → 200 (85ms, 48892B)
[2026-06-16T04:33:59.658Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/21000/24000/128000/7FmfJqq8c5oVJVYq.m4s → 200 (81ms, 48624B)
[2026-06-16T04:33:59.658Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/21000/24000/1080x1080/E6Welyz__TAH_EXe.m4s → 200 (79ms, 327230B)
[2026-06-16T04:33:59.659Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/15000/18000/1920x1080/6bVo7bp4sXp10YEO.m4s → 200 (29ms, 640516B)
[2026-06-16T04:33:59.661Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/21000/24000/1280x720/CJ8mLxt9PLqTBCwO.m4s → 200 (41ms, 406778B)
[2026-06-16T04:33:59.709Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/18000/21000/1920x1080/CzlAKirhZz1YJ4BL.m4s → 200 (42ms, 552349B)
[2026-06-16T04:33:59.742Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/18000/21000/128000/uGUsp0KYGvGPJu29.m4s → 200 (53ms, 48446B)
[2026-06-16T04:33:59.743Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/24000/27000/128000/eXQujuiJ9ES8_CFx.m4s → 200 (52ms, 48825B)
[2026-06-16T04:33:59.743Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/24000/27000/1080x1080/YTTGn_dO4S1w4Lnh.m4s → 200 (90ms, 358621B)
[2026-06-16T04:33:59.743Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/21000/24000/128000/dkD8cdc4_X-Usolb.m4s → 200 (79ms, 48481B)
[2026-06-16T04:33:59.743Z] GET https://video.twimg.com/amplify_video/2064523888281665537/vid/avc1/24000/28200/1280x720/kDKJA-EfJotiobQS.m4s → 200 (52ms, 541316B)
[2026-06-16T04:33:59.769Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/21000/24000/1920x1080/xnav9ouMYKvVtryV.m4s → 200 (50ms, 399851B)
[2026-06-16T04:33:59.799Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/21000/24000/128000/Q_pOguEaRzATEnKa.m4s → 200 (35ms, 48743B)
[2026-06-16T04:33:59.825Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/24000/27000/1920x1080/X3uZzjslZWxTFcsL.m4s → 200 (44ms, 770475B)
[2026-06-16T04:33:59.825Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/24000/27000/128000/K2-c_OA3Jv24I_tO.m4s → 200 (44ms, 48820B)
[2026-06-16T04:33:59.839Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/24000/27000/128000/8Lhf72zxoZFkDNzF.m4s → 200 (60ms, 48785B)
[2026-06-16T04:33:59.844Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/27000/30000/1080x1080/KXGnht1U4Ek7wFP0.m4s → 200 (58ms, 234731B)
[2026-06-16T04:33:59.844Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/27000/30000/128000/bVhKpbzBr_9TaLEc.m4s → 200 (61ms, 48115B)
[2026-06-16T04:33:59.897Z] GET https://video.twimg.com/amplify_video/2064523888281665537/aud/mp4a/27000/28237/128000/PIyEgGzDsT1TWsuO.m4s → pending (?ms, ?B)
[2026-06-16T04:33:59.902Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/27000/30000/128000/VP5z3TaKv97wsk5b.m4s → pending (?ms, ?B)
[2026-06-16T04:33:59.903Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/27000/30000/1920x1080/akAwBa4BCzuVmUJd.m4s → pending (?ms, ?B)
[2026-06-16T04:33:59.906Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/30000/33000/128000/Q8yBeo_vVESaaIEL.m4s → pending (?ms, ?B)
[2026-06-16T04:33:59.907Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/30000/33000/1080x1080/L8TAVPH93YwKx3hy.m4s → pending (?ms, ?B)
[2026-06-16T04:33:59.955Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/30000/33000/128000/sEUalt3ZLcib4njj.m4s → 200 (28ms, 48828B)
[2026-06-16T04:33:59.957Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/30000/33000/1920x1080/TbeUHVlM5J83svy7.m4s → 200 (25ms, 662313B)
[2026-06-16T04:34:00.018Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/33000/36000/1080x1080/J6vndK0lG2t7qtN9.m4s → 200 (165ms, 476128B)
[2026-06-16T04:34:00.018Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/33000/36000/128000/9h0vEwZjFRi_iIsp.m4s → 200 (31ms, 48818B)
[2026-06-16T04:34:00.021Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/33000/36000/128000/v_6O8l7PP4YWnDBA.m4s → 200 (40ms, 48778B)
[2026-06-16T04:34:00.021Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/33000/36000/1920x1080/tXZANr0jgGQDnWAi.m4s → 200 (29ms, 2060498B)
[2026-06-16T04:34:00.244Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/36000/39000/1080x1080/fOU8ojGmRp1yulEp.m4s → 200 (68ms, 507570B)
[2026-06-16T04:34:00.244Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/36000/39000/128000/jB_BE7aYu5SsE_iZ.m4s → 200 (23ms, 48428B)
[2026-06-16T04:34:00.245Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/36000/39000/1920x1080/cJd9tFLuJKA4cWsc.m4s → 200 (27ms, 428169B)
[2026-06-16T04:34:00.245Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/36000/39000/128000/z0njx2Q2lfMeYX52.m4s → 200 (27ms, 48558B)
[2026-06-16T04:34:00.312Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/39000/42000/128000/WyynHGrLvjd7PRln.m4s → 200 (27ms, 48796B)
[2026-06-16T04:34:00.314Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/39000/42000/1920x1080/5VKyjoCEIQFZn2xw.m4s → 200 (63ms, 555036B)
[2026-06-16T04:34:00.316Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/39000/42000/128000/ekGPsR_QogLAX3X6.m4s → 200 (63ms, 48893B)
[2026-06-16T04:34:00.318Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/39000/42000/1080x1080/i8QTdHmDnvFku91z.m4s → 200 (41ms, 509479B)
[2026-06-16T04:34:00.364Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/42000/45000/1080x1080/oPbL1IAuupcc8RNY.m4s → 200 (90ms, 326098B)
[2026-06-16T04:34:00.383Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/42000/45000/128000/b333t-ejHCagFtd6.m4s → 200 (41ms, 48402B)
[2026-06-16T04:34:00.384Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/42000/45000/128000/g6FcpCptcinX1Njw.m4s → 200 (40ms, 48520B)
[2026-06-16T04:34:00.387Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/42000/45000/1920x1080/1JIIRaFUthOJ7kFy.m4s → 200 (39ms, 801877B)
[2026-06-16T04:34:00.448Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/45000/48000/128000/6QQ5SWdjqRF8htc4.m4s → 200 (93ms, 48716B)
[2026-06-16T04:34:00.451Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/45000/48000/1920x1080/bQhphVhpsYPqERjn.m4s → 200 (37ms, 797144B)
[2026-06-16T04:34:00.457Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/45000/48000/128000/021Es_DWfLL2X2JT.m4s → 200 (61ms, 48897B)
[2026-06-16T04:34:00.459Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/45000/48000/1080x1080/M9IXn9LtQtxd_V9W.m4s → 200 (29ms, 279718B)
[2026-06-16T04:34:00.528Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/48000/51000/128000/_8JTOIpEtS1mujeW.m4s → 200 (172ms, 48741B)
[2026-06-16T04:34:00.528Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/48000/51000/1080x1080/GlIRK9ADCWfNXeFM.m4s → 200 (171ms, 413066B)
[2026-06-16T04:34:00.529Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/48000/51000/1920x1080/PKAL7RMhqZ-tXPNB.m4s → 200 (74ms, 1057244B)
[2026-06-16T04:34:00.557Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/48000/51000/128000/_cAtEUa0x_L0Nvbw.m4s → 200 (26ms, 48819B)
[2026-06-16T04:34:00.703Z] POST https://api.x.com/1.1/graphql/user_flow.json → 404 (153ms, 68B)
[2026-06-16T04:34:00.711Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/51000/54000/1080x1080/TRksOExN7jCEmm76.m4s → 200 (49ms, 399567B)
[2026-06-16T04:34:00.711Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/51000/54000/128000/pQk8gEAcvzRtzFlM.m4s → 200 (88ms, 48508B)
[2026-06-16T04:34:00.712Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/51000/54000/1920x1080/mqSdJ77NkitnW8Ur.m4s → 200 (47ms, 851662B)
[2026-06-16T04:34:00.712Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/51000/54000/128000/E_WtINE4iz7jq8Rd.m4s → 200 (73ms, 48495B)
[2026-06-16T04:34:00.771Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/54000/57000/1080x1080/R7OZk_2TeR8o_7dY.m4s → 200 (34ms, 228214B)
[2026-06-16T04:34:00.789Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/54000/57000/128000/26F7FUIUrCVgB8gL.m4s → 200 (36ms, 48858B)
[2026-06-16T04:34:00.790Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/54000/57000/1920x1080/wMbv4aUx9bcvNbDL.m4s → 200 (92ms, 875264B)
[2026-06-16T04:34:00.800Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/54000/57000/128000/KWZC0Tn0peSva5Ic.m4s → 200 (27ms, 48804B)
[2026-06-16T04:34:00.817Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/57000/60000/1080x1080/jiRyWhzki_NGvLc9.m4s → 200 (46ms, 213506B)
[2026-06-16T04:34:00.828Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/57000/60000/128000/ipVV5qk2_fYI4VZn.m4s → 200 (83ms, ?B)
[2026-06-16T04:34:00.865Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/60000/63000/1080x1080/6pezYUQgvUT-7DDA.m4s → 200 (42ms, 281616B)
[2026-06-16T04:34:00.908Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/57000/60000/128000/sdfT2uF58M3qwNxH.m4s → pending (?ms, ?B)
[2026-06-16T04:34:00.913Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/63000/66000/1080x1080/8A6nQkQg-o4Sc5zW.m4s → pending (?ms, ?B)
[2026-06-16T04:34:00.913Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/57000/60000/1920x1080/lsWHsVwCm5WGUoVN.m4s → pending (?ms, ?B)
[2026-06-16T04:34:00.917Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/60000/63000/128000/9OJrYPsXylohFfyi.m4s → 200 (49ms, 48321B)
[2026-06-16T04:34:00.970Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/66000/69000/1080x1080/g1CQsBOYoByIpcDk.m4s → 200 (68ms, 292816B)
[2026-06-16T04:34:00.970Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/63000/66000/128000/KFCWPCMVPouqVatO.m4s → 200 (35ms, 48864B)
[2026-06-16T04:34:00.971Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/60000/63000/1920x1080/_yeuMkJCrGEIDh51.m4s → 200 (32ms, 690851B)
[2026-06-16T04:34:00.971Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/60000/63000/128000/W5G0dbtBrVShLQY6.m4s → 200 (47ms, 48644B)
[2026-06-16T04:34:01.019Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/66000/69000/128000/hyNxI_PAJ43TJhRG.m4s → 200 (245ms, 48485B)
[2026-06-16T04:34:01.038Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/63000/66000/128000/V8OPXm3hxMrhueqS.m4s → 200 (29ms, 48591B)
[2026-06-16T04:34:01.042Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/69000/72000/1080x1080/UujGiXzG02B7GB83.m4s → 200 (36ms, 200174B)
[2026-06-16T04:34:01.042Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/63000/66000/1920x1080/N9dgCH9Z_fURgG4I.m4s → 200 (174ms, 541742B)
[2026-06-16T04:34:01.080Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/72000/75000/1080x1080/h9FyrNKPyE9c1JIx.m4s → 200 (25ms, 254141B)
[2026-06-16T04:34:01.113Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/75000/78000/1080x1080/ySE3O_Lmd6kFd5MP.m4s → 200 (110ms, 214801B)
[2026-06-16T04:34:01.223Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/66000/69000/128000/Ewk9IET0GNB7XogS.m4s → 200 (30ms, 48435B)
[2026-06-16T04:34:01.227Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/78000/81000/1080x1080/IBlmyYbFTBEsRrwB.m4s → 200 (55ms, 176857B)
[2026-06-16T04:34:01.227Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/66000/69000/1920x1080/u2IzB4FvV4sQZVoT.m4s → 200 (62ms, 687414B)
[2026-06-16T04:34:01.284Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/81000/84000/1080x1080/Mf7OWIGCOP1GD_0q.m4s → 200 (41ms, 278821B)
[2026-06-16T04:34:01.308Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/69000/72000/128000/Skuqk3RNMEmb4O6F.m4s → 200 (25ms, 48849B)
[2026-06-16T04:34:01.311Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/69000/72000/1920x1080/5OgDsjqxQQc0kFv5.m4s → 200 (62ms, 649203B)
[2026-06-16T04:34:01.335Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/69000/72000/128000/-biZ8pU-IJ7n7WqA.m4s → 200 (48ms, 48805B)
[2026-06-16T04:34:01.335Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/84000/87000/1080x1080/cnHE3u_gNEiADovM.m4s → 200 (81ms, 255544B)
[2026-06-16T04:34:01.393Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/72000/75000/128000/o1KftD1SKKSFd3_h.m4s → 200 (27ms, 48785B)
[2026-06-16T04:34:01.393Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/72000/75000/128000/_qBMM1zU0O3dKRan.m4s → 200 (28ms, 48851B)
[2026-06-16T04:34:01.396Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/72000/75000/1920x1080/J05ukGpi9Swggou_.m4s → 200 (49ms, 950327B)
[2026-06-16T04:34:01.444Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/75000/78000/128000/VOxez8IhiGBXDf2M.m4s → 200 (55ms, 48510B)
[2026-06-16T04:34:01.464Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/75000/78000/128000/-gZrbSKIDV7OnWeX.m4s → 200 (52ms, 48493B)
[2026-06-16T04:34:01.468Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/87000/90000/1080x1080/FxmVidBcJ6B_GupK.m4s → 200 (61ms, 500882B)
[2026-06-16T04:34:01.469Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/75000/78000/1920x1080/YgPR5w5NYPYk1Rvr.m4s → 200 (86ms, 908304B)
[2026-06-16T04:34:01.501Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/78000/81000/128000/NfiNUx7IT3Nx_57n.m4s → 200 (87ms, 48862B)
[2026-06-16T04:34:01.536Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/90000/93000/1080x1080/5QqSZhiwnxBXi0Pi.m4s → 200 (70ms, 346745B)
[2026-06-16T04:34:01.597Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/81000/84000/128000/_sQcLuOOIlugOgL3.m4s → 200 (37ms, 48800B)
[2026-06-16T04:34:01.608Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/78000/81000/128000/1PE0T_pIKEUN7Ngj.m4s → 200 (133ms, 48858B)
[2026-06-16T04:34:01.612Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/78000/81000/1920x1080/OSVWjqowr2Ggy9KZ.m4s → 200 (129ms, 1001577B)
[2026-06-16T04:34:01.614Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/93000/96000/1080x1080/VSXEKXGstfC_yq1P.m4s → 200 (138ms, 310077B)
[2026-06-16T04:34:01.637Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/84000/87000/128000/vtaUB0ajWNkxZgg7.m4s → 200 (120ms, 48490B)
[2026-06-16T04:34:01.753Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/81000/84000/128000/pwBRuW5lzb8Zwr9m.m4s → 200 (58ms, 48899B)
[2026-06-16T04:34:01.759Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/87000/90000/128000/lj1twdTbJNSZksIf.m4s → 200 (55ms, 48747B)
[2026-06-16T04:34:01.759Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/96000/99000/1080x1080/MTxSH8QGHlcws4yj.m4s → 200 (52ms, 320015B)
[2026-06-16T04:34:01.760Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/81000/84000/1920x1080/m9gax9bxq2V2v1ii.m4s → 200 (63ms, 648742B)
[2026-06-16T04:34:01.816Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/90000/93000/128000/VPTO7rRRiFUJBRhh.m4s → 200 (65ms, 48534B)
[2026-06-16T04:34:01.817Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/99000/102000/1080x1080/tHEeKBtRTw9nNE6I.m4s → pending (?ms, ?B)
[2026-06-16T04:34:01.848Z] GET https://video.twimg.com/amplify_video/2064419379664617472/aud/mp4a/84000/86922/128000/GKXxw0XOQUPEip37.m4s → pending (?ms, ?B)
[2026-06-16T04:34:01.851Z] GET https://video.twimg.com/amplify_video/2064419379664617472/vid/avc1/84000/86869/1920x1080/HwrFvMr7gD5U9APp.m4s → 200 (56ms, ?B)
[2026-06-16T04:34:01.885Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/93000/96000/128000/npzjoApHfMPk5Xz6.m4s → pending (?ms, ?B)
[2026-06-16T04:34:01.942Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/102000/105000/1080x1080/jvM58y4Or9xhBomm.m4s → 200 (30ms, 82344B)
[2026-06-16T04:34:01.974Z] GET https://video.twimg.com/amplify_video/2065469018463420416/vid/avc1/105000/107533/1080x1080/y-d8sgm1FSFudDGf.m4s → 200 (58ms, 50139B)
[2026-06-16T04:34:02.050Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/96000/99000/128000/UlGPcIE1adg6oXlH.m4s → 200 (29ms, 48816B)
[2026-06-16T04:34:02.084Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/99000/102000/128000/k6ud6b3vpP4ea6_G.m4s → 200 (38ms, 48384B)
[2026-06-16T04:34:02.123Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/102000/105000/128000/sFI7TrFkazNCASML.m4s → 200 (25ms, 48372B)
[2026-06-16T04:34:02.150Z] GET https://video.twimg.com/amplify_video/2065469018463420416/aud/mp4a/105000/107581/128000/BzYvZZJy3dZtHxmv.m4s → 200 (115ms, 41917B)
